Species,Owner,Country.of.Origin,Altitude,Region,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,Expiration,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,ipanema coffees,Brazil,905,south of minas,2015,"April 25th, 2016",Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,Bluish-Green,"April 25th, 2017",905.0,905.0,905.0
Arabica,ipanema coffees,Brazil,1,south of minas,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,0.0,Green,"October 7th, 2016",1.0,1.0,1.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,700-800m,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2015,"May 19th, 2015",Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,Green,"May 18th, 2016",700.0,800.0,750.0
Arabica,bourbon specialty coffees,Brazil,1100,chapadÃ£o de ferro (cerrado mineiro),2015,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.11,Green,"April 19th, 2016",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ipanema coffees,Brazil,1200,south of minas,2014/2015,"October 16th, 2014",Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.0,Green,"October 16th, 2015",1200.0,1200.0,1200.0
Arabica,eric thormaehlen,Costa Rica,1200-1400,central valley,2014,"July 15th, 2014",Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,Green,"July 15th, 2015",1200.0,1400.0,1300.0
Arabica,eileen koyanagi,United States (Hawaii),1100,kona,2013,"February 19th, 2014",Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,Bluish-Green,"February 19th, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1300 m,chiayi alishan å˜‰ç¾©ç¸£é˜¿é‡Œå±±é„‰,2013/2014,"December 26th, 2013",Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,Green,"December 26th, 2014",1300.0,1300.0,1300.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"March 8th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.1,Bluish-Green,"March 8th, 2014",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,maria luisa del carmen rojas narvaez,Mexico,1400,santa catarina juquila,2012,"June 6th, 2012",Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,Green,"June 6th, 2013",1400.0,1400.0,1400.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,83.08,0.0,Green,"April 6th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,0.12,Green,"February 22nd, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,de 1.600 a 1.950 msn,huila,Mayo a Julio,"July 29th, 2011",Caturra,Washed / Wet,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,Green,"July 28th, 2012",1600.0,1950.0,1775.0
Arabica,exportadora de cafe condor s.a,Colombia,1880 msnm,cauca,47/2010,"February 22nd, 2011",Caturra,Washed / Wet,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,Green,"February 22nd, 2012",1880.0,1880.0,1880.0
Arabica,specialty coffee association of indonesia,Indonesia,1300-1400m,dolok sanggul,2010,"November 29th, 2010",Caturra,Washed / Wet,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08,0.0,Green,"November 29th, 2011",1300.0,1400.0,1350.0
Arabica,chris finch,Guatemala,1100,huila,2012,"November 11th, 2010",Caturra,Washed / Wet,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,7.75,83.08,0.02,Green,"November 11th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ipanema coffees,Brazil,890,south of minas,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.0,0.0,Green,"October 20th, 2018",890.0,890.0,890.0
Arabica,ipanema coffees,Brazil,894,south of minas,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0,0.11,Green,"August 16th, 2017",894.0,894.0,894.0
Arabica,ipanema coffees,Brazil,872,south of minas,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.11,Bluish-Green,"August 16th, 2017",872.0,872.0,872.0
Arabica,ucfa,Uganda,1473,"kasese, mt. rwenzori",2015,"July 18th, 2016",Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,Green,"July 18th, 2017",1473.0,1473.0,1473.0
Arabica,ucfa,Uganda,1645,"kasese, mt. rwenzori",2015,"July 18th, 2016",Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,Green,"July 18th, 2017",1645.0,1645.0,1645.0
Arabica,carcafe ltda ci,Colombia,442,huila,2016,"February 11th, 2016",Caturra,Washed / Wet,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.0,0.11,Green,"February 10th, 2017",442.0,442.0,442.0
Arabica,"sunvirtue co., ltd.",Vietnam,1550,vietnam cau dat,2014,"December 28th, 2015",Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0,0.0,Green,"December 27th, 2016",1550.0,1550.0,1550.0
Arabica,juan luis alvarado romero,Guatemala,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,2015,"July 8th, 2015",Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0,0.11,Green,"July 7th, 2016",1300.0,1800.0,1550.0
Arabica,juan luis alvarado romero,Guatemala,4500 pies,"el tumbador, san marcos",2015,"June 5th, 2015",Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0,0.11,Green,"June 4th, 2016",1371.6,1371.6,1371.6
Arabica,juan luis alvarado romero,Guatemala,1500msnm,antigua,2015,"April 23rd, 2015",Bourbon,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0,0.11,Green,"April 22nd, 2016",1500.0,1500.0,1500.0
Arabica,irene alves santos,Brazil,900-1100,high mogiana,2014,"February 13th, 2015",Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.0,0.0,Green,"February 13th, 2016",900.0,1100.0,1000.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1200,å˜‰ç¾©é˜¿é‡Œå±±,2014,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,0.08,Green,"November 23rd, 2015",1200.0,1200.0,1200.0
Arabica,star cafe ltd,Uganda,1800,kapchorwa,2013,"June 26th, 2014",SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,Green,"June 26th, 2015",1800.0,1800.0,1800.0
Arabica,german negron,United States (Puerto Rico),2800 ft,yauco region,2013,"June 9th, 2014",Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0,0.0,Bluish-Green,"June 9th, 2015",853.44,853.44,853.44
Arabica,juan luis alvarado romero,Guatemala,1500 msnm,antigua,2014,"March 7th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0,0.1,Green,"March 7th, 2015",1500.0,1500.0,1500.0
Arabica,eric thormaehlen,Costa Rica,1100-1300,central valley,2013,"February 14th, 2014",Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,Green,"February 14th, 2015",1100.0,1300.0,1200.0
Arabica,jacques pereira carneiro,Brazil,1250,sul de minas,2013/2014,"January 2nd, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,0.12,Bluish-Green,"January 2nd, 2015",1250.0,1250.0,1250.0
Arabica,racafe & cia s.c.a,Colombia,1600 - 1950 msnm,huila,2013,"November 7th, 2013",Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,0.11,Green,"November 7th, 2014",1600.0,1950.0,1775.0
Arabica,exportadora de cafe condor s.a,Colombia,1750 msnm,huila,2013,"August 2nd, 2013",Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0,0.0,Green,"August 2nd, 2014",1750.0,1750.0,1750.0
Arabica,carcafe ltda ci,Colombia,1000 msnm,pitalito,2013,"March 15th, 2013",Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0,0.11,Green,"March 15th, 2014",1000.0,1000.0,1000.0
Arabica,carcafe ltda ci,Colombia,1000 msnm,pitalito,2013,"April 26th, 2013",Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.0,Green,"April 26th, 2014",1000.0,1000.0,1000.0
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2012,"October 23rd, 2012",Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0,0.11,Green,"October 23rd, 2013",1600.0,1950.0,1775.0
Arabica,rosa aurora falcon fernandez,Mexico,750,coatepec,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0,0.11,Green,"July 26th, 2013",750.0,750.0,750.0
Arabica,santiago solis ayerdi,Mexico,1200,atoyac de alvarez,2012,"July 26th, 2012",Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0,0.11,Green,"July 26th, 2013",1200.0,1200.0,1200.0
Arabica,alfredo bojalil,Mexico,1200,coatepec,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0,0.11,Green,"July 11th, 2013",1200.0,1200.0,1200.0
Arabica,exportadora de cafe condor s.a,Colombia,1100,huila,2012,"May 22nd, 2012",Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,7.5,83.0,0.0,Green,"May 22nd, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,exportadora de cafe condor s.a,Colombia,1500-1750 msnm,huila,2012,"May 11th, 2012",Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0,0.0,Green,"May 11th, 2013",1500.0,1750.0,1625.0
Arabica,exportadora de cafe condor s.a,Colombia,1750 msnm,huila,2012,"June 8th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.11,Green,"June 8th, 2013",1750.0,1750.0,1750.0
Arabica,juan luis alvarado romero,Guatemala,4500,"la reforma, san marcos",2012,"April 27th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.0,0.1,Green,"April 27th, 2013",1371.6,1371.6,1371.6
Arabica,racafe & cia s.c.a,Colombia,1600 - 1950 msnm,la plata,2011,"December 2nd, 2011",Caturra,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.12,Bluish-Green,"December 1st, 2012",1600.0,1950.0,1775.0
Arabica,doi tung development project,Thailand,1100,huila,2011,"August 16th, 2011",Caturra,Washed / Wet,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.0,0.28,Green,"August 15th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,1050 - 1850 msnm,cauca,Abril - Julio,"May 12th, 2011",Caturra,Washed / Wet,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,7.58,83.0,0.08,Green,"May 11th, 2012",1050.0,1850.0,1450.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,huila,2012,"April 21st, 2011",Caturra,Washed / Wet,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83.0,0.0,Green,"April 20th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,huila,2012,"March 9th, 2011",Caturra,Washed / Wet,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.0,0.0,Green,"March 8th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,exportadora de cafe condor s.a,Colombia,1800 msnm,huila,4t/2011,"February 1st, 2011",Caturra,Washed / Wet,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,7.42,83.0,0.06,Green,"February 1st, 2012",1800.0,1800.0,1800.0
Arabica,grounds for health admin,Nicaragua,1100,matagalpa,2009-2010,"May 31st, 2010",Caturra,Washed / Wet,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83.0,0.07,Green,"May 31st, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,doi tung development project,Thailand,1100,huila,2012,"April 13th, 2010",Caturra,Washed / Wet,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,7.42,83.0,0.0,Green,"April 13th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ipanema coffees,Brazil,890,south of minas,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92,0.0,Green,"October 20th, 2018",890.0,890.0,890.0
Arabica,consejo salvadoreÃ±o del cafÃ©,El Salvador,1350,apaneca,2017,"August 28th, 2017",Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92,0.0,Green,"August 28th, 2018",1350.0,1350.0,1350.0
Arabica,racafe & cia s.c.a,Colombia,1500,guayata,2017,"July 7th, 2017",Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92,0.11,Green,"July 7th, 2018",1500.0,1500.0,1500.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,350,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2016,"June 28th, 2016",Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,Green,"June 28th, 2017",350.0,350.0,350.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Ethiopia,2000,"blida,kercha,guji,oromia",2016,"February 26th, 2016",Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.0,Bluish-Green,"February 25th, 2017",2000.0,2000.0,2000.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,775,å°æ±å¤ªéº»é‡Œ,2014,"September 7th, 2015",Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92,0.0,Green,"September 6th, 2016",775.0,775.0,775.0
Arabica,renee a. perrine,Philippines,1200 masl,"bukidnon, mindanao, philppines",2015,"July 31st, 2015",Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.11,Blue-Green,"July 30th, 2016",1200.0,1200.0,1200.0
Arabica,zarah zamora perez,Philippines,1600 + meters above sea level,asia pacific,2014,"July 21st, 2015",Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,0.0,Bluish-Green,"July 20th, 2016",1600.0,1600.0,1600.0
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,1059,cuarenteÃ±o,2015,"July 14th, 2015",Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,0.13,Blue-Green,"July 13th, 2016",1059.0,1059.0,1059.0
Arabica,andrew bowman,Mexico,1300 meters,chiapas,2015,"June 11th, 2015",Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,0.12,Bluish-Green,"June 10th, 2016",1300.0,1300.0,1300.0
Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,11000 metros,cerrado,2014/2015,"August 15th, 2014",Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,82.92,0.11,Green,"August 15th, 2015",11000.0,11000.0,11000.0
Arabica,kawacom uganda ltd,Uganda,1400-1900,eastern,2013,"June 27th, 2014",SL14,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,Green,"June 27th, 2015",1400.0,1900.0,1650.0
Arabica,nyapea coffee farmers association,Uganda,1400,west nile,2013,"June 27th, 2014",SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,Green,"June 27th, 2015",1400.0,1400.0,1400.0
Arabica,juan luis alvarado romero,Guatemala,1500 msnm,antigua,2014,"April 3rd, 2014",Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,0.1,Green,"April 3rd, 2015",1500.0,1500.0,1500.0
Arabica,juan luis alvarado romero,Guatemala,1500 msnm,antigua,2014,"March 7th, 2014",Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,0.1,Green,"March 7th, 2015",1500.0,1500.0,1500.0
Arabica,rob tuttle,Guatemala,1100,huila,2012,"December 27th, 2013",Caturra,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92,0.1,Green,"December 27th, 2014",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,1800 - 2000,huila,2013,"September 13th, 2013",Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.11,Green,"September 13th, 2014",1800.0,2000.0,1900.0
Arabica,exportadora de cafe condor s.a,Colombia,1750 msnm,huila,2013,"March 20th, 2013",Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,0.0,Bluish-Green,"March 20th, 2014",1750.0,1750.0,1750.0
Arabica,juan luis alvarado romero,Guatemala,5440-5760 metros,huehuetenango,2013,"March 11th, 2013",Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,0.11,Green,"March 11th, 2014",1658.112,1755.648,1706.88
Arabica,olam agro colombia,Colombia,1450,antioquia,2013,"January 22nd, 2013",Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,0.11,Green,"January 22nd, 2014",1450.0,1450.0,1450.0
Arabica,maria guadalupe gomez anzo,Mexico,1248,petatlan,2012,"July 26th, 2012",Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,0.1,Green,"July 26th, 2013",1248.0,1248.0,1248.0
Arabica,royal base corporation,Vietnam,1040m,don duong,2012,"July 20th, 2012",Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,82.92,0.0,Green,"July 20th, 2013",1040.0,1040.0,1040.0
Arabica,veronica lopez castillejos,Mexico,1400 m,la cumbre,2012,"March 5th, 2012",Typica,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,0.14,Green,"March 5th, 2013",1400.0,1400.0,1400.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,0.1,Green,"February 22nd, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,1050 - 1850 msnm,cauca,Abril - Julio /2011,"July 19th, 2011",Caturra,Washed / Wet,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,82.92,0.15,Green,"July 18th, 2012",1050.0,1850.0,1450.0
Arabica,doi tung development project,Thailand,1100,huila,2012,"April 13th, 2010",Caturra,Washed / Wet,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,7.75,82.92,0.0,Green,"April 13th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,jungle estate,Kenya,1754,nyeri,2017,"October 13th, 2017",SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,Green,"October 13th, 2018",1754.0,1754.0,1754.0
Arabica,juan luis alvarado romero,Guatemala,1700,san marcos,2017,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,0.11,Green,"June 22nd, 2018",1700.0,1700.0,1700.0
Arabica,ipanema coffees,Brazil,905,south of minas,2015,"February 6th, 2017",Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,0.11,Bluish-Green,"February 6th, 2018",905.0,905.0,905.0
Arabica,consejo salvadoreÃ±o del cafÃ©,El Salvador,1250,"el balsamo, quezaltepec",2016,"April 8th, 2016",Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,0.0,Green,"April 8th, 2017",1250.0,1250.0,1250.0
Arabica,samuel muhirwa,Rwanda,1900,gicumbi,2015,"March 25th, 2016",Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,0.11,Bluish-Green,"March 25th, 2017",1900.0,1900.0,1900.0
Arabica,"sunvirtue co., ltd.",Vietnam,1040,vietnam tutra,2014,"January 19th, 2016",Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,Green,"January 18th, 2017",1040.0,1040.0,1040.0
Arabica,juan luis alvarado romero,Guatemala,4000psn,oriente,2015,"July 20th, 2015",Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,0.11,Green,"July 19th, 2016",1219.2,1219.2,1219.2
Arabica,cafebras,Brazil,900,cerrado,2015,"May 26th, 2015",Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,0.12,Green,"May 25th, 2016",900.0,900.0,900.0
Arabica,essencecoffee,Colombia,1200-2000m,huila,2014,"March 21st, 2015",Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83,0.0,Green,"March 20th, 2016",1200.0,2000.0,1600.0
Arabica,joshua marsceau,United States,1200 m,berastagi,2014,"February 20th, 2015",Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.0,Green,"February 20th, 2016",1200.0,1200.0,1200.0
Arabica,juan luis alvarado romero,Guatemala,1500 msnm,antigua,2014,"March 24th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,Green,"March 24th, 2015",1500.0,1500.0,1500.0
Arabica,"coffeebythebag.com , inc",Colombia,1800 mts,santander,2013,"January 20th, 2014",Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,0.0,Green,"January 20th, 2015",1800.0,1800.0,1800.0
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2013,"May 10th, 2013",Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,0.11,Green,"May 10th, 2014",1600.0,1950.0,1775.0
Arabica,edwin agasso,"Tanzania, United Republic Of",1400 meter above sea level,arusha,2012,"April 19th, 2013",Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,Green,"April 19th, 2014",1400.0,1400.0,1400.0
Arabica,armando luis pohlenz martinez,Mexico,1550,la concordia,2012,"August 30th, 2012",Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.12,Green,"August 30th, 2013",1550.0,1550.0,1550.0
Arabica,alfredo bojalil,Mexico,1250,veracruz,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,0.12,Blue-Green,"July 11th, 2013",1250.0,1250.0,1250.0
Arabica,juan luis alvarado romero,Guatemala,4300,oriente,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,0.11,Green,"July 9th, 2013",1310.64,1310.64,1310.64
Arabica,alfredo bojalil,Mexico,1380,la concordia,2012,"June 6th, 2012",Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,7.5,82.83,0.11,Green,"June 6th, 2013",1380.0,1380.0,1380.0
Arabica,the coffee source inc.,El Salvador,1200 mts,santa ana,2010-2011,"August 23rd, 2011",Caturra,Washed / Wet,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,7.25,82.83,0.0,Green,"August 22nd, 2012",1200.0,1200.0,1200.0
